id,body,picture,actor,time,class,correct ids
164,chili the wife made,IMG_20140208_144331.jpg,Ataylor,-10:12:00,normal,
165,i made this casserole,IMG_0925.JPG,Sue_S,5:13,normal,
166,it's a party: brie and jam toasts,20131224_235709000_iOS.jpg,karenM,20:14,normal,
167,i had this pizza yesterday,IMG_20170125_175755.jpg,jake_turk,35:15:00,normal,
168,all this bread is going to go on the grill,IMG_20150801_105206508.jpg,snowbird,15:14:11,normal,
169,"veggie omelet, healthy as f***",vegan5.jpg,youngcunningham,43:39:24,normal,
170,i loved this ramen (ft. my gf's hands),IMG_5242_new.JPG,tacoguy,-7:18:00,normal,
171,To this day nothing still beats my mom's good old meatloaf...so good,51.jpg,Smitty12,-2:25:00,normal,
172,who doesnt like a good burger??,54.jpg,Smitty12,4:32,normal,
173,Homemade or delivery? what do you think,57.jpg,Smitty12,20:01,normal,
174,"Not much left in the fridge, had to get creative with leftovers pork and tomatoe soup",50.png,Smitty12,45:07:00,normal,
175,AFTERNOON SNACKTIME !!!,vegan8.jpeg,southerngirlCel,-10:30:00,normal,
176,who knew my water could look so artsy,monika-5.jpeg,southerngirlCel,-1:12:00,normal,
177,"new recipe that I found online >>>> UNBELIEVABLE! If you're looking for tasty, semi-healthy treats check out gwtreats.com",alicja-2.jpeg,southerngirlCel,7:14,normal,
178,"pretty proud of myself after making this, amzing how good it can and feel and taste eating healthy!",53.jpg,southerngirlCel,19:13,normal,
179,"Sushi, my guilty pleasure....california and salmon rolls. I'm spoiling myself today. Check out SushibyDave downtown on Locke Street, great food :)",59.jpg,southerngirlCel,34:45:00,normal,
180,"Tried something new for the boys tonight. Made a beef teriyaki stir-fry with broccoli....Ryan was a big fan, Sammy not so much. Oh well, I'll take 1 for 2 :)",52.jpg,hockeymom101,-2:43:00,normal,
181,Throwback to some of our spooky treats from last Halloween. It's amazing what marshmellows and a little bit of icing can do lol,55.jpg,hockeymom101,1:17,normal,
182,"Still getting used to taking pictures of my food, but I think I'm getting the hang of it...thought this dinner deserved to be shared. YUM",56.jpg,hockeymom101,3:26,normal,
183,It's always nice when I get some free time to do some baking :) This is one of my favourites; raisin cinnamon bread. An old family recipe!,75.jpg,hockeymom101,28:41:00,normal,
184,here's my attempt at bruschetta aha not quite as good as Alberni's but not bad....the roomies liked it at least,73.png,SamTHEMAN,12:53,normal,
185,"Me and Murph went down to Louies Bar and Grill to watch the game, i couldn't resist taking a pic of their famous nacho platter",71.png,SamTHEMAN,29:15:00,normal,
186,Meatballs baby,70.jpg,SamTHEMAN,14:19:55,normal,
187,"Trying to broaden my horizons a bit, this Spicy Thai Noodle dish was definitley different",58.jpg,SamTHEMAN,39:46:06,normal,
188,Oh... hell... yesssss!,180221-0.jpg,BeardedMatt,37:23:00,normal,
189,Dear all my friends in CA: this is disgusting. No thanks. (No offense but it's bad bro.),180221-1.JPG,MedicalRyan,-20:33:00,normal,
190,Enjoying my favorite chicken parm! 🍝🍝🍝,180221-7.JPG,Lisa181818,-2:30:00,normal,
191,😂 Seen in Chelsea Market... tried it... it's good,180221-14.JPG,this_jack,12:30,normal,
192,"When you want to be a pot plant but you're actually a dessert.""",180221-6.JPG,PatelS,43:33:00,normal,
193,"New dim sum place in Fort Smith! Best in the state for sure, similar to the one I tried in Chinatown in NYC! ",180221-10.JPG,DonDonDonna,15:46:08,normal,
194,Goofy tongue for a treat from my sweet Ben,180221-21.JPG,EmmaSmith0214,-24:00:00,normal,
195,It's sushi burrito kinda of lunch. 🍣 🌯,180221-2.jpg,B.Mike,-12:35:00,normal,
196,Who knows ethiopian food can be so good!,IMG_7554.JPG,mariaann,-3:27:00,normal,
197,Some cakes that I baked for a pink-loving friend's wedding 💒,IMG_20140214_212805.jpg,mariaann,14:36,normal,
198,afternoon tea with my lil sis who really knows how to take a good photo lol,IMG_0485.PNG,mariaann,20:23,normal,
199,spicy noodles tonight!,IMG_20170427_181335.jpg,mariaann,-10:12:00,normal,
200,Just my usual diet 🍗🍗,IMG_8786.jpg,thisisalfie1998,-6:18:00,normal,
201,"Had this in NYC, don't know what it's called but it tastes weirdly good lol",IMG_6902.jpg,thisisalfie1998,39:56:00,normal,
202,luke's lobsters is always the best...,IMG_6601.jpg,thisisalfie1998,45:24:00,normal,
203,I'm so hungry i can eat this whole thing by myself...,IMG_20151126_173327.jpg,thisisalfie1998,13:42:00,normal,
204,can't imagine my life without this #paella #blessed #spanishfood ♥️🥘,IMG_2350.jpg,KatieeeM,12:49,normal,
205,#tbt to some authentic #fishandchips that I had in London #betterthanamericanfoodlol,IMG_7474.jpg,KatieeeM,16:11,normal,
206,"you gotta take advantage of the happy hours, especially when it involves oysters😏😏😏",IMG_6912.jpg,KatieeeM,-3:25:00,normal,
207,AHHHHHH A R2D2 PUMPKIN THIS IS TOO CUTE OMG #starwars #nerdvegetable,IMAG0040.jpg,KatieeeM,3:35,normal,
208,A lovely dinner to celebrate our 10th wedding anniversary. Thank you Alice for being the most important person of my life!,IMG_5132.jpg,TimBJenkins,-8:16:00,normal,
209,Took my daughter to thai for the first time and she loved it.,IMG_9155.jpg,TimBJenkins,14:15,normal,
210,Ramen for today's lunch with colleagues,IMG_5241_new.JPG,TimBJenkins,39:57:00,normal,
211,Dinner with a client yesterday. Anybody knows what cuisine this is?,IMG_20161213_213224.jpg,TimBJenkins,2:32:56,normal,
212,Japanese-style fries with mayo and bonito flakes. Real good!,180221-5.JPG,BeardedMatt,38:16:27,normal,
213,🌮🌮🌮Taco festival at the fairgrounds!,180221-8.JPG,MedicalRyan,-20:33:00,normal,
214,Egg Benidict for brunch on this Sunny but windy day. Iced coffee was... let's just say I can make better ones at home. Haha.,180221-24.JPG,Lisa181818,15:15,normal,
215,Throwback to before COVID when I was in Chicago having a Chicago Bagel. ,180221-17.JPG,this_jack,20:28:04,normal,
216,Cupcake alert at my office today,180221-15.JPG,PatelS,-1:55:00,normal,
217,Ramen.,180221-16.JPG,DonDonDonna,32:00:00,normal,
218,"Visited my brother at Cornell University today and they have their own hotel called ""The Statler"" and it has some amazing curry over rice for $7",180221-3.JPG,EmmaSmith0214,15:15,normal,
219,The Boil specialized in cajun in NYC. Looks good to me!,180221-4.JPG,B.Mike,20:20,normal,
220,,180221-20.JPG,BeardedMatt,-32:44:00,normal,
221,When you wanna be a doc but food is too good and you get fat.,180221-9.JPG,MedicalRyan,-16:33:00,normal,
222,More egg benidict :D #ExcuseMyLaptopWatchingModernFamily,180221-22.JPG,Lisa181818,34:23:00,normal,
223,Don't tell Samantha. lol,180221-12.JPG,this_jack,1:10,normal,
224,I live on this tea. Cannot recommend highly enough. ,IMG_3714.JPG,PatelS,-15:55:00,normal,
225,"Old-fashioned Arkansas chocolate gravy and discuits, only I can undersatnd. #LoveMyMikeyhubbby",180222-01.jpg,DonDonDonna,-0:23:00,normal,
226,"<3 Last year in Manchester, UK",180221-18.JPG,EmmaSmith0214,0:50,normal,
227,"They said post food stuff, so here's a GOOOOOOOOOOD food pic. #foodporn #asian360",180221-11.JPG,B.Mike,-33:00:00,normal,
228,Must cop 🔥,0222-09.png,jiruletheworld,2:10,normal,
229,"We tried something different this time for our monthly barbecue. It's KEBABs! We went out to fetch some lambs, instead of beef and they taste great. Come thru!",0222-10.png,jiruletheworld,-16:31:00,normal,
230,You are what you eat.,0222-11.png,jiruletheworld,19:22,normal,
231,"I got up early, so I cooked myself a breakfast. It wasn't half bad as I imagined it to be!",0222-12.png,jiruletheworld,-40:23:00,normal,
232,These calzones were so good. I had to take a picture of it.,IMG_0490.png,ayoitsayo,-5:45:00,normal,
233,Fried rice with blueberries and blue table!  🔵 🔵 🔵,0222-14.png,ayoitsayo,43:21:00,normal,
234,Where my chili fam at! 🌶,0222-16.png,ayoitsayo,23:32:00,normal,
235,It's pizza time.,0222-17.png,ayoitsayo,-35:18:00,normal,
236,Sushis are the best.,0222-20.png,sweetietooth,14:23,normal,
237,So what? It's my cheat day.,0222-21.png,sweetietooth,32:16:00,normal,
238,What would I do without you...,0222-22.png,sweetietooth,39:10:00,normal,
239,Mornings at its finest,0222-23.png,sweetietooth,-10:15:00,normal,
240,The new sushi place downtown is AMAZING! They do wine-pairings too. I feel like I'll be coming in here more than I should.,0222-13.png,dana84,-23:00:00,normal,
241,"I got these intense cravings for Thai food, so I got it! These padseeyus are the only things in life that never seem to disappoint me.",0222-15.png,dana84,8:03,normal,
242,Sean had a pleasant surprise for me by cooking dinner for our anniversary! I'm so blessed to have this great cook in my life.,0222-18.png,dana84,37:39:00,normal,
243,"I'm not a fan of Sicily Italian pizzas, but Sean's is different!",0222-19.png,dana84,12:23:00,normal,
244,Some fine wine and dine. 🍷🍷,0222-08.png,lucyinurdreams,-21:11:00,normal,
245,"Classy night out. Man, these turkeys are 🔥🔥🔥",IMG_0814.jpg,lucyinurdreams,2:24,normal,
246,"Sunday brunch with the fam! I like my bacons little more toastier, but these pancakes were the bombs! 💣💣",Screen Shot 2018-02-23 at 12.10.59 AM.png,lucyinurdreams,30:21:00,normal,
247,Aren't they adorable?! I just had to get 'em after giving it a glance! They taste nothing like I've tasted before too.,IMG_0468.jpg,lucyinurdreams,45:30:00,normal,
248,I made some homemade chips!,0222-07.png,chefricky,-14:34:00,normal,
249,Vegetables and fruits should be essential part of our diet. We eat too much meat and not enough veggies. Make sure to add beans and broccolis to your diet.,0222-06.png,chefricky,14:28,normal,
250,"I tried baking breads for the first time, and overcooked my first batch. But, nothing cannot be fixed with some butter and peanut butter jelly!",0222-05.png,chefricky,29:21:00,normal,
251,"My first homemade half hawaiian, half meatlover's pizza was cooked to perfection. Barb loved it too.",0222-04.png,chefricky,42:33:00,normal,
252,"It was a sleepless night, so I treated myself with some insomnias.",IMG_0738.jpg,clayton.myers,9:21,normal,
253,Nothing can beat two cheese burgers.,IMG_0599.jpg,clayton.myers,26:05:00,normal,
254,If it isn't my favorite Papa Johnnys'!,IMG_0649.jpg,clayton.myers,21:10:00,normal,
255,"The stove wasn't doing any good left alone, so I gave it some FAT companies.",0222-03.png,clayton.myers,33:21:00,normal,
256,Coming back home is the best. I can have Mama Lee's japchae!,0222-02.png,aleeboi,-14:02:00,normal,
257,Having the best dessert with my sis!,0222-01.png,aleeboi,13:01,normal,
258,Homemade kimchi-jjigae made to perfection!,IMG_0701.jpg,aleeboi,26:08:00,normal,
259,"Today was a rough day, but I have my dakdoritang to cheer me up.",IMG_0717.jpg,aleeboi,41:04:00,normal,
260,Just tried this Nigerian Beef Stew and it tastes awesome!! Here's the recipe I found online: https://tasty.co/recipe/nigerian-beef-stew,Gulas.JPG,masterchefterry,2:03,normal,
261,My daughter bought this cake and said she doesn't believe I can make one. Honestly there's instructions all over the internet...,chocolate-cake-with-whipped-cream.jpg,masterchefterry,4:18,normal,
262,https://tasty.co/recipe/stir-fry-inspired-by-migos This seems to be an easy way to cook stir fry... changed it a bit and still good!!,Stir Fry.jpg,masterchefterry,34:46:00,normal,
263,Everytime my kid buys bottled water like this I can't help but think about how much flouride is in there and how it's gonna kill us all!! Why wouldn't my kids just listen to me??,Ice_Mountain_jk.jpg,MomFiona,-5:12:00,normal,
264,Every parent who takes their children to KFC is evil!! don't they know that KFC grows mutant chicken??,KFC.jpg,MomFiona,1:48,normal,
265,Found this online today... SO TRUE,Organic.jpg,MomFiona,8:24,normal,
266,Look how happy and cute my anne is awwww,Catfood.jpeg,mewranda,5:56,normal,
267,only coffee and cinnamon roll can save me from this depressing mood now...,coffee.jpg,gwenfromtheblock,12:23,normal,
268,or I guess some nice wine can do that as well... #dreaming,Wine.jpg,gwenfromtheblock,13:00,normal,
269,this reminded me of you @ryanfitzs,meme2.jpg,SnakeCharmer,-2:22:00,normal,
270,last one I swear....had to post it for the city of brotherly love,meme3.jpg,SnakeCharmer,45:32:00,normal,
271,The more you know,meme4.jpg,earthpulse,12:10,normal,
272,me when I walk into Earl's Buffet tonight,meme5.jpg,B.Mike,21:10,normal,
273,lololol me when I get home and mom hasn't starting cooking yet,meme6.png,southerngirlCel,18:31:00,normal,
274,Salad for lunch. #AccidentallyPutTooMuchDressing and cost me $15 :(,180228-0.JPG,Lisa181818,18:18,normal,
275,BF said he's coming over tonight... so... here's my lunch.,180228-6.JPG,B.Mike,-15:55:00,normal,
276,Still prefer vanilla better. #Workout #Protein #GayAtGym,180228-9.jpeg,B.Mike,9:10:00,normal,
277,"My morning green goodie: Baby spinich, aloe vera jelly, 1-1.5 banana depending on size, 1 cup of water, 1/2 stock of celery",180228-2.jpg,Lisa181818,-20:23:00,normal,
278,Chug chug chug with Fiona. #NoIrishTemper,180228-10.jpeg,B.Mike,24:33:00,normal,
279,good morning baltimore!,180228-12.jpeg,B.Mike,39:11:00,normal,
280,In love with these vitamins! Shout out to @vitaboca for this amazing creation! I've been using it every morning!,VitaBOCA6.png,this_jack,2:25,normal,
281,Save your money for what's important!! Or let that special someone you love know how much you care by helping them stay in shape or start their weight loss journey in the right direction with @vitaboca.,VitaBOCA7.png,this_jack,44:13:00,normal,
282,Wanna stop getting stressed about your weight? These vitamins will change your life. ,VitaBOCA1.png,VitaBOCA,-5:31:00,normal,
283,Proven to work years after years! These vitamins are the only ones in the market that will actually help your weight loss!,VitaBOCA2.png,VitaBOCA,23:00,normal,
284,In love with these vitamins! Shout out to @vitaboca for this amazing creation! I've been using it every morning!,VitaBOCA3.png,VitaBOCA,35:32:00,normal,
285,LOOK AT THIS: 8 week difference during the @vita_boca transformation challenge. I started at I believe it was 143 pounds and now I'm 132. I've been serious about what I'm doing since I started in January. This challenge though has made me realize how focused I can be and to not doubt myself. I wasn't going to do it at first because I thought I couldn't make another transformation since I have already lost a lot of weight but I'm glad I've worked my ass off and tested my limits.,VitaBOCA4.png,VitaBOCA,47:12:00,normal,
286,"Vitaboca contains a powerful combination of phytonutrient superfoods sourced from around the world. This unique formula was designed to offer consumers the benefits of a product that supplies vitamins, minerals, super greens and superfruits ALL WITHOUT artificial colors, flavors or sweeteners.",VitaBOCA5.png,VitaBOCA,17:10:00,normal,
287,this is my daily post,IMG_20170125_175750.jpg,mateoV,-6:45:00,normal,
288,this is my daily post,IMG_20120106_201555.jpg,mateoV,30:15:00,normal,
289,this is my daily post,20130907_233814649_iOS.jpg,mateoV,40:00:00,normal,
290,when every1 else has been getting good at cooking during the pandemic... but ive just been getting good at remembering my local chinese food place's phone number 😂 ,post290.jpeg,pr1ncessdiana,28:33:00,normal,
291,Just got out of quarantine and what's the first thing I do?? Go on hike of course. Check out this good ol' hike sandwich I made.,post291.jpeg,sammysamsam,44:21:00,normal,
292,Just learned how to cook this new recipe 🥰  Can u guess what it is??,post292.jpg,bunnylover56,31:42:00,normal,
293,Local gym closed down but thats not stopping me from being healthy! Salmon and veggies cooked by yours truly ,post293.jpeg,harutosworld,-9:45:00,normal,
294,dont forget to treat yo self in trying times like these my friends 😌,post294.jpeg,eveybarns,-19:34:00,normal,
295,Once I get vaccinated I'm going straight to Rome and having some pasta.,post295.jpg,mr_worldwide,-23:58:00,normal,
296,sooo happy that I was able to go to my favorite restaurant for my birthday this year!!! i promise this tasted just as delicious as it looks 🤩,post296.jpg,mayapapaya,4:05:00,normal,
297,the worst part about catching covid is not being able to smell my coffee in the morning :(,post297.jpg,laramartin,5:32:00,normal,
298,A gyro a day keeps the covid away 😂,post298.jpg,the_gyro_guy,19:49:00,normal,
299,Weather was nice so decided to barbecue today nd invited a couple of friends over too. (don't worry we r all vaccinated) ,post299.jpeg,nunez.roberto,16:23:00,normal,
300,Currently grocery shopping! Don't you get excited about new food?!!,groceries-post.jpg,bxssiem,12:23:00,normal,
302,Learning how to cook since covid has been a journey! Guess what I'm cooking today,IMG_2182.jpg,evecosta,-6:32:00,normal,
303,My monthly book recommendation for you guys: Let Me Tell You What I Mean by Joan Didion. Amazing!,readingrec-post.jpg,sshima,37:15:00,normal,
304,tfw the food you cook turns out bad but you're still proud of it,laughingmemoji-post.png,official_noel,19:56:00,normal,
306,Quarantine means overindulging your favorite tv shows and eating pizza! ,bingetv-post.jpg,rhaddad,2:12:00,normal,
307,I gotta have a chocolate chip cookie every day to get me through quarantine!,cookies-post.jpg,ozozren,-13:46:00,normal,
308,Try this homemade fruit popsicles recipe to sweeten up your quarantine! https://bit.ly/3trINSq,popsicles-pic.jpg,JiLi8,16:36:00,normal,
309,"My precious flowers are growing beautifully. I'm a mother, no drama ;)",flowers-post.jpg,siennasings,26:45:00,normal,
311,"Nothing better than coming home, taking your mask and shoes off, and relaxing with a glass of wine",post311.jpg,maurine_hume,12:37:00,normal,
312,"I'm not ""ordering out"", i'm supporting local businesses😉 #staysafe #supportlocalbusinesses",post312.jpg,vilbert,41:00:00,normal,
313,"Missing those team dinners, can't believe this season was canceled😒 we've been on lockdown for a year why are we still scared of this virus #covidcantstopus",post313.jpg,darrowingking,-3:45:00,normal,
314,"Thought we were fighting a virus, not vampires😂 No onions or garlic for my new risotto recipe tonight :(",post314.jpg,nadja.wars,-18:29:00,normal,
315,Can't believe it's been a year since the most amazing meal I've ever had 🤤 I miss dining in😩,post315.jpg,lisapowell,26:49:00,normal,NOT SHOWN
316,"Wearing a mask and social distancing are great ways to protect yourself from covid, but good nutrition is essential to keeping your body healthy and fighting. Here are some tips on how to eat healthy in these unprecedented times!",post316.jpg,edsideburns,8:33:00,normal,
317,mom life during covid,post317.jpg,phyllisherrera48,-20:30:00,normal,
318,"gyms are starting to open up, so I am running out of excuses😭",post318.jpg,ben_park,13:17:00,normal,
321,cereal for breakfast. lol. ,oeirutoiudglkdjg.jpg,halina_eats,26:12:00,,Missing Pic
326,Reminder to give a small act of kindness in these hard times. We're all in this together.,post326.jpg,rhaddad,-8:56:00,,
328,Justice for Asian Americans!! STOP ASIAN HATE,post328.jpg,JiLi8,-21:38:00,,
331,"2020 is over people, move on. focus on the good stuff in life... like this pie I just baked.",post331.jpeg,sammysamsam,31:11:00,,
332,It breaks my heart 💔  to hear about all of the people facing food insecurity during the pandemic 🙁,post332.jpeg,bunnylover56,25:41:00,,
333,i'm surprised this guy lasted 4 years with a diet like that. c ya never Trump!,post333.jpeg,harutosworld,-6:15:00,,
334,so proud to have Biden as our president,post334.jpeg,eveybarns,-9:48:00,,
335,Lol! What a joke that Trump is ,post335.jpeg,mr_worldwide,-15:12:00,,
336,i had no idea coronavirus can be on food packaging!!! yet another reason to eat fresh fruits and veggies... 😳 ,post336.jpg,mayapapaya,2:05:00,,
337,does any1 know how long u can lose ur sense of taste after getting covid? I rlly wish I could taste this rn :(,post337.jpeg,laramartin,8:26:00,,
338,#STOPTHESTEAL #notmypresident,post338.jpeg,the_gyro_guy,14:06:00,,
339,Cant believe it snowed here in TX wondering how climate change will hurt the crops.  ,post339.jpeg,nunez.roberto,19:47:00,,
340,"I call this recipe ""we've been inside for too long""",post340.jpg,carlsimmers,23:01:00,,
343,Never forget the false narratives of the biden admin. They don't care. ,post343.jpg,darrowingking,6:37:00,,
344,I got my first vaccine dose today! Hopefully this means my kids will be able to visit me soon,post344.jpg,nadja.wars,28:19:00,,
346,"Don't buy into the misinformation, get the vaccine if you can. Let's kick covid's butt!",post346.jpg,edsideburns,18:21:00,,
347,"I recreated my family favorite shepard's pie with a different recipe today, I can't wait until they get to try it",post347.jpg,nadja.wars,3:47:00,,
348,Got to love a good French Fry!,4004835317_de536ce648.jpg,edsideburns,42:18:00,,Missing Pic
349,"I've been taking some cooking classes recently, but this is what the kiddos demand",post349.jpg,phyllisherrera48,10:25:00,,
350,Anything can be an adult meal if you add wine,post350.jpg,maurine_hume,-6:57:00,,
351,What really goes on behind the scenes when testing new recipes,post351.jpg,carlsimmers,36:15:00,,
352,Don't think this is what my mom meant when she said to eat more homemade meals but hey i tried🤷,post352.jpg,anabohnana,15:47:00,,
353,Best post workout meal if you wanna see those GAINS💪💪💪,post353.jpg,darrowingking,26:20:00,,
1000,channeled my food influencer to take this one. lol. ,IMG_20190907_110020.jpg,dominguez2,-21:01:00,,
1001,chicken parm is a healthy meal that you should try making,IMG_20170204_225840.jpg,dominguez2,-20:11:00,,
1002,ravoili for one. makes a great lunch! it is fun seeing what everyone else is eating! ,IMG_20170128_184927.jpg,dominguez2,-0:09:00,bullying,
1003,i made crab ragoons recently too. life in the pandemic has really made me a better cook! ,IMG_20170129_131732.jpg,dominguez2,10:25:00,bullying,
1004,"but really, i love a good sopes. eating them reminds me of my home!",5779258368_acc17f6fe2_b.jpg,dominguez2,21:32:00,bullying,
1005,"okay, i just have to share. look at adorable vintage china this latte came in!! makes me feel so cute and fancy. ",IMG_4416.JPG,dominguez2,30:43:00,bullying,
1006,No soggy bottom here. ,15421787740_6344c39b9c_b.jpg,jonnyboyca,-08:13,,
1007,party at my house ,20210207_180809.jpg,jonnyboyca,20:21,,